HNum,Rh,Rm,RAs,Dd,Dm,Ds,Vmag,plx,plxe,BV,BVe,CNum,HD,BD
61094,12,31,16.1,8,48,42.7,9.74,74.58,1.48,1.441,0.012,,,B+ 9 2636
61097,12,31,18,-43,23,2.4,9.79,26.04,1.68,1.13,0.012,,108935,
61099,12,31,18.3,20,13,5.6,7.91,39.62,0.95,0.863,0.013,,108984,B+21 2426
61109,12,31,26.6,14,34,27.6,9.38,8.49,1.38,0.552,0.039,,,B+15 2471
61123,12,31,35.4,-59,12,28.7,9.26,15.69,1.22,0.8,0.015,,108953,
61128,12,31,36.7,28,42,45.7,11.09,18.69,2.06,1.104,0.15,,,B+29 2295
61129,12,31,37.1,10,16,3.4,8.55,17.54,1.11,0.71,0.015,,109033,B+11 2470
61130,12,31,37.4,-43,40,8.5,10.78,16.98,2.1,1.005,0.015,,,
61137,12,31,40.4,56,0,18,9.78,7.58,1.28,0.536,0.036,,238128,B+56 1601
61144,12,31,47.8,66,43,4.3,9.08,6,0.85,0.391,0.022,,109126,B+67 751
61148,12,31,50.4,55,7,44.4,9.39,16.64,1.38,0.891,0.026,,238130,B+55 1537
61150,12,31,51.3,-28,7,1.1,10.24,6.8,1.85,0.74,0.02,,109036,
61165,12,32,1.4,-8,36,42.3,8.82,7.2,1.11,0.583,0.022,,109084,B- 7 3423
61173,12,32,4.4,-1,46,20.8,7.31,17.66,0.92,0.644,0.015,,109098,B- 0 2587
61176,12,32,5.9,-45,25,7.8,9.37,4.53,1.25,0.75,0.021,,109062,
61177,12,32,7.5,74,29,22.8,8.75,15.24,0.77,0.645,0.005,,109246,B+75 474
61178,12,32,8.7,-46,23,31.4,9.85,13.96,1.69,0.778,0.038,,109063,
61188,12,32,16.6,-56,28,4,8.14,11.52,1.03,0.516,0.015,,109078,
61191,12,32,18.2,13,39,29.4,10.11,6.31,1.71,0.565,0.06,,,B+14 2512
61195,12,32,20.9,13,35,1.8,9.85,13.28,1.69,0.755,0.048,12323+1335,,B+14 2513
61198,12,32,27.4,28,5,5.7,9.17,22.8,1.21,0.841,0.005,,109157,B+28 2128
61203,12,32,30.5,56,58,35.9,8.12,15.35,0.82,0.633,0.011,,109202,B+57 1378
61205,12,32,31,35,19,52.4,9.59,12.48,1.49,0.63,0.015,,,B+36 2278
61206,12,32,31.3,37,2,44.1,9.02,9.18,1.33,0.516,0.024,,,B+37 2289
61210,12,32,34.9,35,49,48.8,8.74,10.9,1.22,0.53,0.015,,109179,B+36 2279
61213,12,32,37.1,-26,27,28.8,9.48,11.01,1.69,0.718,0.003,,109143,
61217,12,32,41,-74,39,34.3,9.69,8.41,1.21,0.665,0.038,,109049,
61222,12,32,44.9,39,55,20.2,10.97,7.76,2.02,0.488,0.015,,,B+40 2546
61227,12,32,46.8,-69,55,27.5,8.47,13.13,0.84,0.546,0.012,,109092,
61234,12,32,51.5,39,31,35.1,9.54,10.46,1.38,0.504,0.031,,,B+40 2547
61241,12,32,59.1,-51,6,50.5,10.13,8.54,1.93,0.702,0.041,,,
61255,12,33,10.8,-11,8,3,8.27,9.82,0.99,0.491,0.017,,109221,B-10 3493
61256,12,33,11.9,-7,16,4.7,9.28,7.98,1.25,0.632,0.03,,109219,B- 6 3589
61260,12,33,16,-50,39,2.3,7.3,14.18,0.89,0.538,0.015,,109194,
61261,12,33,16.5,5,46,53.5,9.36,5.7,1.26,0.461,0.042,,109248,B+ 6 2628
61274,12,33,25.4,55,0,21.7,9.42,17.91,1.33,0.829,0.027,,238135,B+55 1541
61276,12,33,26.6,40,24,15,10.05,22.77,1.62,1.002,0.01,,,B+41 2303
61278,12,33,27.3,84,40,45.3,9.41,8.38,0.83,0.842,0.027,,,B+85 202
61288,12,33,32,-79,45,16.1,8.98,9.83,0.8,0.51,0.015,,109093,
61289,12,33,32,23,50,6.4,10.71,20.08,2.01,1.19,0.02,,,
61291,12,33,32.2,-68,45,18.2,7.13,61.83,0.63,0.836,0.01,,109200,
61297,12,33,34.6,8,55,3.5,9.29,8.05,1.38,0.433,0.026,,109284,B+ 9 2638
61300,12,33,35.6,-11,37,19.4,8.04,17.57,0.94,0.658,0.002,,109271,B-10 3494
61301,12,33,36.6,20,6,11.2,9.4,6.77,1.53,0.491,0.016,,,B+20 2733
61303,12,33,37,2,54,43.2,9.04,9.43,1.54,0.514,0.029,12336+0255,109288,B+ 3 2665
61306,12,33,37.1,15,6,7.2,9.86,6.1,1.66,0.543,0.015,,,B+15 2476
61308,12,33,38.3,-17,47,37.1,8.18,10.62,0.92,0.553,0.012,,109273,B-16 3492
61310,12,33,39.1,44,5,47.1,7.48,18.53,0.84,0.536,0.015,,109344,B+44 2205
61313,12,33,40.2,-54,55,24.3,9.37,26.75,1.31,0.94,0.015,,109252,
61314,12,33,41.6,38,51,59,9.5,4.73,1.31,0.475,0.015,,,B+39 2536
61317,12,33,45,41,21,24.4,4.24,119.46,0.83,0.588,0.009,,109358,B+42 2321
61326,12,33,55.3,-6,46,40.2,8.07,14.05,0.96,0.524,0.015,,109331,B- 5 3526
61327,12,33,55.5,-48,36,5,9.46,11.98,1.53,0.614,0.029,,109296,
61331,12,34,0.4,8,35,25.9,8.87,19.13,1.19,0.661,0.02,,109360,B+ 9 2639
61335,12,34,4.4,42,23,22.3,8.98,9.98,1.35,0.47,0.015,,109388,B+43 2239
61339,12,34,6.4,32,1,37,8.3,7.53,0.95,0.535,0.022,,109390,B+32 2256
61341,12,34,7.9,4,57,41.6,10.15,6.46,1.59,0.52,0.02,,,B+ 5 2644
61345,12,34,9.5,-18,11,42.1,7.26,16.57,1.16,0.595,0.008,12342-1812,109349,B-17 3651
61349,12,34,13.2,-3,43,15.7,8.61,7.24,1.19,0.733,0.021,,109376,B- 2 3533
61352,12,34,16.8,-52,23,2.9,9.2,8.32,1.38,0.627,0.02,,109342,
61363,12,34,26,-46,30,22.4,9.79,30.16,1.74,1.118,0.054,,109368,
61376,12,34,40.5,8,33,39.4,8.83,5.65,1.17,0.567,0.021,,109440,B+ 9 2643
61377,12,34,41.1,55,17,19.4,8.78,9.71,1.09,0.798,0.018,,109508,B+56 1607
61378,12,34,41.8,-8,3,25.9,9.57,7.09,1.42,0.52,0.02,,109428,B- 7 3435
61379,12,34,42.4,-44,40,21.1,5.76,35.25,0.79,0.683,0.002,12347-4440,109409,
61382,12,34,43.4,-31,52,33.7,8.91,17.35,1.23,0.715,0.006,,109422,
61383,12,34,43.5,36,19,6.6,9.1,7.32,1.51,0.439,0.026,,109462,B+37 2293
61385,12,34,44.5,15,48,27.9,8.75,24.01,1.13,0.84,0.015,,109451,B+16 2390
61391,12,34,48.8,-41,14,5.2,8.82,31.91,1.19,0.898,0.002,,109423,
61395,12,34,50.4,-82,58,48.9,9.6,15.68,1.02,0.976,0.037,,109153,
61398,12,34,52.7,12,27,34,8.95,16.51,1.12,0.737,0.022,,,B+13 2550
61402,12,34,54.3,27,27,20.3,9.04,11.24,1.03,0.57,0.015,,109483,B+28 2134
61413,12,35,0.9,9,49,45.4,11.4,55.79,2.75,1.429,0.011,,,
61416,12,35,6.6,12,56,20.2,9.2,10.76,1.34,0.531,0.028,,,B+13 2551
61419,12,35,7.8,7,26,34.6,7.75,15.73,1.49,0.576,0.015,12351+0727,109499,B+ 8 2621
61430,12,35,16.4,36,7,35.6,9.37,6.28,1.47,0.542,0.018,,,B+36 2284
61433,12,35,18.4,33,2,51.6,8.78,8.26,1.14,0.682,0.015,,109543,B+33 2251
61436,12,35,19.7,34,4,6.3,10.6,27.56,2.05,1.552,0.197,,,
61437,12,35,20.1,35,16,11.4,9.51,5.6,1.46,0.51,0.015,,,B+36 2285
61442,12,35,27.9,28,50,15.4,8.09,10.76,0.91,0.605,0.021,,109552,B+29 2303
61461,12,35,39.6,-52,45,52.6,9.84,6.26,1.8,0.597,0.034,,109526,
61470,12,35,46.5,16,49,47.7,9.09,6.9,1.05,0.508,0.015,,,B+17 2500
61475,12,35,49.3,-44,0,36,9.57,5.85,1.46,0.54,0.021,,109537,
61476,12,35,49.3,-20,27,56.9,8.04,27,0.91,0.692,0.002,,109570,B-19 3520
61477,12,35,49.9,37,31,29.9,9.04,4.98,1.25,0.48,0.015,,,B+38 2349
61485,12,35,52.4,-9,3,19,8.94,8.15,1.31,0.511,0.026,,109583,B- 8 3380
61490,12,35,55.5,22,15,44.5,9.68,14.95,1.35,0.866,0.014,,,B+23 2477
61505,12,36,6.7,-42,51,7.7,7.89,21.23,0.98,0.666,0.001,,109591,
61518,12,36,15.6,-27,25,50,8.93,10.07,1.27,0.7,0.02,,109634,
61519,12,36,17,33,55,21.9,8.8,9.15,1.2,0.47,0.015,,109683,B+34 2337
61527,12,36,20.2,9,23,4.9,10.38,20.1,2.12,0.97,0.015,,,B+10 2449
61529,12,36,21.9,1,2,41.5,8.99,17.41,1.09,0.673,0.025,,109656,B+ 1 2724
61546,12,36,39.7,25,47,30.3,9.12,9.14,1.32,0.688,0.025,,109718,B+26 2372
61559,12,36,48,29,41,31.7,9.31,4.7,1.1,0.52,0.015,,109730,B+30 2302
61560,12,36,48.7,20,14,15.8,7.54,11.52,1.37,0.493,0.014,12368+2014,109741,B+21 2434
61561,12,36,48.8,7,55,59.5,8.98,6.7,1.17,0.32,0.034,,109731,B+ 8 2623
61573,12,37,2.2,14,15,6.8,8.93,5.89,1.19,0.51,0.015,,,B+15 2483
61578,12,37,6.7,-2,19,18.3,6.95,21.48,0.86,0.484,0.016,,109756,B- 1 2699
61580,12,37,8.4,-41,59,43,8.92,18.13,1.28,0.71,0.022,,109723,
61589,12,37,13.8,35,44,45,9.69,11.52,1.34,0.671,0.015,,,B+36 2288
61591,12,37,14.3,30,25,15.2,9.97,5.31,1.31,0.62,0.015,,,B+31 2387
61595,12,37,16.5,-40,48,43.6,8.08,16.94,1.91,0.714,0.021,12373-4049,109749,
61598,12,37,20.4,59,13,0.3,9.05,5.39,0.99,0.363,0.022,,109837,B+60 1408
61608,12,37,31.7,-3,34,24.8,8.79,16.95,1.13,0.678,0.002,,109794,B- 2 3546
61611,12,37,32.6,53,45,10.6,9.5,11.78,1.4,0.743,0.029,,233959,B+54 1537
61619,12,37,39.1,38,41,4.4,7.34,18.98,0.88,0.495,0.008,,109839,B+39 2540
61629,12,37,53.2,-52,0,5.6,10.65,103.54,2.1,1.47,0.04,,,
61630,12,37,55.1,11,54,17,11.05,17.16,2.12,0.876,0.213,,,B+12 2497
61636,12,38,3.8,9,48,48.9,8.99,10.04,1.15,0.507,0.003,,109859,B+10 2454
61640,12,38,8.9,9,35,8.3,8.61,6.71,1.12,0.613,0.026,,109869,B+10 2455
61662,12,38,25.5,14,52,20.7,7.64,12.34,0.9,0.607,0.015,,109929,B+15 2488
61665,12,38,27.1,-51,43,1.9,10.28,12.49,1.87,0.884,0.005,,,
61672,12,38,32.2,0,13,2.4,8.45,12.95,0.99,0.491,0.015,,109915,B+ 1 2728
61678,12,38,36.9,41,0,27.6,9.37,6.58,1.45,0.622,0.027,,109967,B+41 2311
61693,12,38,46.7,59,30,48.6,10.85,10.13,1.73,0.927,0.114,,,B+60 1412
61702,12,38,51.9,-52,45,2.9,8.26,15.19,1.01,0.506,0.011,,109909,
61704,12,38,52.6,50,1,1.9,11.61,28.18,3.1,1.582,0.197,,,
61705,12,38,52.8,24,23,55.7,8.77,7.22,1.2,0.468,0.015,,109982,B+25 2538
61706,12,38,53.1,11,41,48.3,11.49,65.04,2.76,1.475,0.003,,,
61707,12,38,53.4,40,6,26.5,9.55,5.33,1.27,0.465,0.015,,,B+40 2559
61714,12,38,58.6,2,56,21.2,8.55,10.09,1.14,0.454,0.023,,109984,B+ 3 2673
61716,12,39,1.2,-56,54,38,9.69,16.12,1.64,0.79,0.027,,109927,
61723,12,39,6.5,-74,34,26.3,9.29,12.65,1.04,0.644,0.025,,109833,
61732,12,39,12.4,16,30,36.2,9.19,6.99,1.36,0.687,0.032,,,B+17 2512
61739,12,39,14.5,29,14,9.6,8.99,23.82,1.09,0.865,0.005,,110044,B+30 2310
61742,12,39,15.7,21,1,44.2,9.11,7.84,1.42,0.565,0.027,,,B+21 2440
61743,12,39,15.7,-32,43,33.3,8.9,21.66,1.33,0.893,0.026,,109988,
61744,12,39,15.7,-57,19,24.5,8.83,7.74,1.24,0.711,0.015,,109950,
61745,12,39,16.1,5,2,26.8,8.29,10.31,1.2,0.383,0.021,,110028,B+ 5 2659
61746,12,39,16.8,-18,2,59.3,9.1,10.98,1.19,0.6,0.026,,109999,B-17 3672
61747,12,39,16.8,38,1,27.4,10.6,6.82,1.88,0.558,0.072,,,B+38 2352
61750,12,39,17.3,54,27,27.9,10.98,21.68,1.95,0.982,0.169,,,
61753,12,39,21.2,-55,39,14.5,8.57,7,1.1,0.491,0.011,,109965,
61754,12,39,22.7,7,34,27,9.26,7.68,1.32,0.456,0.047,,110045,B+ 8 2625
61774,12,39,39.1,16,57,56.2,9.39,13.48,1.42,0.71,0.034,,,B+17 2516
61779,12,39,45,35,5,13.1,8.15,12.01,0.93,0.468,0.01,,110134,B+35 2363
61793,12,39,53.9,5,26,44.9,8.9,7.25,1.35,0.437,0.029,,110121,B+ 6 2639
61794,12,39,54.5,-23,33,39.4,8.31,13.78,0.99,0.583,0.016,,110110,B-22 3419
61797,12,39,55.9,-8,34,40.8,11.45,26.02,2.9,1.412,0.011,,,
61804,12,40,0.1,-17,41,3.6,8.57,17.01,1.09,0.608,0.019,,110108,B-16 3513
61810,12,40,3.5,-41,16,11.6,9.35,8.95,1.46,0.582,0.026,,110098,
61811,12,40,4.1,68,48,8.5,7.88,22.25,0.68,0.61,0.01,,110313,B+69 671
61817,12,40,6.9,27,54,35.9,10.03,7.13,1.51,0.529,0.016,,110183,B+28 2141
61820,12,40,8.7,-44,18,43.1,10.09,10.55,1.68,0.697,0.041,,110113,
61821,12,40,8.8,6,10,21.8,9.71,7.86,1.56,0.57,0.02,,110167,B+ 6 2640
61823,12,40,11.3,-11,49,49.4,9.26,13.18,1.31,0.561,0.015,,110154,B-11 3342
61826,12,40,15.2,-15,59,57.5,10,10.53,1.45,0.733,0.015,,,B-15 3512
61832,12,40,17,21,31,12.4,7.99,10.66,1.09,0.544,0.003,12403+2131,110196,B+22 2500
61846,12,40,31.6,51,28,54.8,8.91,6.84,1.17,0.491,0.015,,110277,B+52 1646
61857,12,40,39.3,56,47,51.7,10.52,7.11,1.57,0.49,0.057,,238148,B+57 1387
61858,12,40,40.7,-8,26,53.1,7.26,17.06,0.91,0.539,0.001,,110223,B- 7 3458
61863,12,40,42.1,-32,51,56.6,9.31,17.3,1.53,0.834,0.033,,110201,
61865,12,40,42.6,1,17,54.5,9.37,6.25,1.34,0.55,0.02,,110236,B+ 2 2566
61868,12,40,43.7,-48,2,49.6,9.63,16.35,1.55,0.85,0.031,,110205,
61872,12,40,45.8,-33,22,17.6,10.41,34.67,2.03,1.299,0.006,,,
61874,12,40,46.9,-43,34,5,12.24,130.52,3.87,1.75,0.015,,,
61875,12,40,48.7,63,46,17.1,7.55,13.1,0.67,0.407,0.015,,110345,B+64 914
61883,12,40,51.2,79,1,29.2,8.27,7.62,0.95,0.569,0.015,12408+7901,110520,B+79 400
61886,12,40,51.8,60,48,52.7,8.79,15.07,0.93,0.562,0.019,,110347,B+61 1310
61894,12,41,1.1,-4,45,23.2,9.85,6.31,1.59,0.822,0.054,,110282,B- 3 3336
61901,12,41,6.4,15,22,39.3,7.91,69.94,1.1,1.109,0.016,,110315,B+16 2404
61907,12,41,12.5,-47,39,36.2,9.34,21.84,1.36,0.882,0.003,,110255,
61911,12,41,16.4,58,57,43.7,8.08,12.42,0.79,0.533,0.013,,110408,B+59 1457
61912,12,41,18,-33,26,39.6,8.55,8.09,1.15,0.536,0.015,,110285,
61913,12,41,20.7,50,24,57.4,9.34,7.56,1.28,0.526,0.021,,110391,B+51 1777
61914,12,41,22.7,21,49,49.5,8.56,10.19,1.08,0.429,0.019,,110349,B+22 2503
61915,12,41,23,37,1,0.5,9.91,5.76,1.64,0.486,0.051,,,B+37 2310
61917,12,41,24.4,19,4,29.9,7.85,13.26,1.2,0.807,0.014,,110350,B+19 2594
61924,12,41,26.6,21,36,50.4,11.69,14.89,2.85,1.296,0.02,,,
61926,12,41,28.8,-47,37,23.5,9.23,10.21,1.34,0.529,0.017,,110303,
61928,12,41,29,-56,18,16.6,7.86,14.35,0.97,0.538,0.015,,110273,
61939,12,41,37,19,51,4.7,9.07,28.84,1.42,0.94,0.03,,110376,B+20 2755
61944,12,41,41.9,11,45,37.5,9.85,12.44,1.51,0.658,0.062,,,B+12 2501
61947,12,41,46.9,43,2,28.3,11.91,26.86,3.27,1.582,0.082,,,
61954,12,41,50,43,57,8.4,9.72,14.06,1.41,0.695,0.029,,,B+44 2216
61957,12,41,51,26,49,47.6,10.54,5.52,1.65,0.585,0.015,,,B+27 2161
61961,12,41,53.1,35,2,57.6,9.15,6.11,1.21,0.59,0.015,,110438,B+35 2366
61963,12,41,54.9,-21,47,37.1,8.48,6.92,1.09,0.612,0.019,,110395,B-20 3699
61977,12,42,3,0,29,43,8.14,11.22,1,0.475,0.015,,110440,B+ 1 2739
61985,12,42,10.1,-21,58,3,9.4,15.55,1.33,0.758,0.015,,,B-21 3594
61986,12,42,10.7,26,21,38.9,9.28,24.34,2.48,1.071,0,12422+2622,110465,B+27 2163
61992,12,42,17.6,0,18,28.8,8.01,10.23,0.98,0.51,0.009,,110469,B+ 0 2972
61996,12,42,19.4,-51,56,57,9.28,11.92,3.29,0.737,0.023,12423-5157,110401,
61999,12,42,20.8,-43,28,46.8,9.48,10.93,1.42,0.616,0.026,,110428,
62006,12,42,29.4,35,56,58.4,9.57,5.1,1.38,0.69,0.015,,,B+36 2301
62011,12,42,33.4,-70,11,39.6,9.46,8.86,1.06,0.563,0.021,,110361,
62014,12,42,35.9,29,9,44.8,9.32,11.44,1.37,0.592,0.004,,110523,B+29 2318
62015,12,42,38.7,20,43,27,10.09,6.2,1.78,0.594,0.015,,,B+21 2446
62016,12,42,38.9,2,34,36.5,8.04,32.71,1.09,0.795,0.015,,110514,B+ 3 2681
62019,12,42,40.2,18,46,24.2,9.05,13.2,1.33,0.625,0.025,,110513,B+19 2599
62021,12,42,46.8,-46,14,38.6,9.5,8.25,1.37,0.71,0.03,,110482,
62029,12,42,50.7,-69,59,21.7,8.74,6.78,0.88,0.475,0.014,,110406,
62034,12,42,55.4,5,15,59.9,8.36,12.45,1.82,0.658,0.019,12429+0516,110555,B+ 6 2647
62039,12,42,59.4,-4,2,56,7.83,21.51,0.84,0.675,0.004,,110537,B- 3 3341
62042,12,43,2.4,11,47,0.5,9.17,12.48,1.43,0.567,0.031,,110585,B+12 2505
62045,12,43,3.9,12,28,21,9.3,7.77,1.47,0.521,0.039,,110584,B+13 2571
62055,12,43,7.5,-69,32,44.2,8.72,10.36,0.89,0.511,0.015,,110450,
62057,12,43,8.7,-5,44,23.2,9.66,17.86,1.38,0.808,0.003,,110557,B- 4 3340
62059,12,43,10.8,48,25,7.7,9.55,9.37,1.48,0.695,0.021,,,B+49 2156
62063,12,43,13.2,-27,22,21,8.88,13.61,1.35,0.638,0.028,12432-2722,110561,
62074,12,43,18.8,26,25,11.2,9.67,7.49,1.45,0.623,0.015,,110627,B+27 2165
62076,12,43,20.4,15,22,44.9,8.86,7.88,1.27,0.516,0.015,,,B+16 2411
62091,12,43,32.1,2,37,16,8.43,12.32,1.13,0.521,0.021,,110630,B+ 3 2685
62093,12,43,32.2,-31,23,8.9,9.13,13.95,1.29,0.73,0,,110605,
62095,12,43,32.9,-29,26,28.5,9.84,15.41,1.28,0.79,0.04,,110604,
62104,12,43,38.2,35,18,37.6,9.18,5.11,1.29,0.541,0.031,,110688,B+36 2304
62107,12,43,43.1,-37,42,27.5,7.53,37.96,1.01,0.664,0.006,,110619,
62114,12,43,48.9,-28,42,8.2,8.27,9.73,1,0.578,0.011,,110651,
62118,12,43,52.3,-32,3,3.3,9.47,21,1.23,0.819,0.011,,110652,
62127,12,43,58.4,-35,7,22.1,8.29,19.05,1.12,0.672,0.015,,110668,
62129,12,43,59.3,27,19,30.3,8.68,11.89,1.3,0.592,0.017,,110745,B+28 2145
62132,12,44,0.8,-82,44,3.6,9.29,9.74,2.13,0.561,0.021,12440-8244,110295,
62150,12,44,18.1,23,0,6.4,10.54,5.49,1.56,0.587,0.071,,,B+23 2490
62156,12,44,20.1,6,51,17.2,8.64,8.71,1.1,0.515,0.022,,110777,B+ 7 2571
62160,12,44,22.3,-3,0,5.2,10.62,21.52,1.84,1.278,0.19,,,B- 2 3569
62161,12,44,22.7,40,8,11.9,9.99,5.88,1.32,0.46,0.015,,,B+40 2567
62174,12,44,28.9,-18,30,3.5,8.18,10.71,1.09,0.513,0.016,,110780,B-17 3696
62175,12,44,29.2,58,41,27.1,8.01,22.1,0.81,0.662,0.003,12445+5842,110869,B+59 1463
62180,12,44,35.6,-26,54,17.6,8.56,12.84,1.13,0.498,0.02,,110767,
62183,12,44,38.7,-23,15,4.2,9.15,7.22,1.7,0.552,0.028,12446-2315,110790,B-22 3442
62190,12,44,43.4,-6,10,21.9,9.01,13.91,1.16,0.759,0.002,,110816,B- 5 3561
62197,12,44,52.7,44,54,9.2,9.13,8.96,1.28,0.558,0.022,,110870,B+45 2061
62198,12,44,53,13,29,22.1,9.04,12.4,1.31,0.66,0.015,,110855,B+14 2537
62201,12,44,54.9,43,25,40.4,9.55,14.61,3.94,0.626,0.031,12449+4326,,B+44 2223
62218,12,45,4.8,27,44,49.5,8.91,7.79,1.41,0.603,0.015,,110882,B+28 2149
62221,12,45,7.3,51,43,31.5,8.85,9.96,1.08,0.529,0.017,,110948,B+52 1651
62222,12,45,7.8,-14,53,52.3,8.88,11.85,1.23,0.699,0.028,,110847,B-14 3568
62231,12,45,15.1,6,14,12.1,11.06,15.84,2.64,1.113,0.005,,,
62238,12,45,21.1,0,7,34.1,10.65,7.02,1.93,0.57,0.092,,,
62246,12,45,25.4,29,46,33.5,8.18,14.03,1.04,0.575,0.021,,110950,B+30 2321
62252,12,45,27.6,-45,51,45.2,9.36,15.64,1.46,0.748,0.024,12455-4552,110861,
62255,12,45,28.3,-8,40,58.8,8.86,8.3,1.31,0.485,0.024,,110901,B- 7 3480
62256,12,45,29.8,30,11,52.1,8.45,12.62,1.07,0.47,0.028,,110949,B+30 2322
